perturbagen,treatment,cellline,similarity
Fluoxetine,STAT5A,A375,0.5984
Fluoxetine,STAT1,NPC,0.5967
Fluoxetine,STAT1,A549,0.5906
Fluoxetine,IKBKE,VCAP,0.5883
Fluoxetine,JAK2,A375,0.4532
Fluoxetine,REL,SW480,0.3216
Fluoxetine,IKBKE,A375,0.3104
Fluoxetine,IL6ST,HCC515,0.2679
Fluoxetine,SOCS2,NPC,0.3394
Fluoxetine,STAT1,HEKTE,-0.31
Fluoxetine,NFKB2,SW480,0.3086
Fluoxetine,NFKB1,A375,0.3052
Fluoxetine,STAT2,PC3,0.2844
Fluoxetine,STAT6,HEKTE,-0.2648
Fluoxetine,SOCS1,A375,0.2515
Fluoxetine,STAT6,A549,-0.2323
Fluoxetine,SOCS2,HT29,0.3773
Fluoxetine,STAT5A,HA1E,0.3446
Fluoxetine,SOCS2,HEPG2,0.3021
Fluoxetine,RELA,A549,0.2293
Fluoxetine,STAT4,HT29,-0.2247
Fluoxetine,IKBKG,A375,-0.2152
Fluoxetine,NFKB1,SW480,-0.2109
Fluoxetine,TNF,VCAP,0.2041
Fluoxetine,SOCS2,HCC515,-0.6608
Fluoxetine,IKBKE,HEPG2,0.6193
Fluoxetine,IL6ST,HEPG2,0.6139
Fluoxetine,IL6,HA1E,-0.5698
Fluoxetine,JAK2,SW480,-0.5644
Fluoxetine,TNF,A375,-0.5458
Fluoxetine,SOCS1,HA1E,-0.5241
Fluoxetine,IKBKE,SW480,-0.4929
Fluoxetine,SOCS1,HT29,0.5078
Fluoxetine,IKBKB,HT29,0.4412
Fluoxetine,STAT1,HT29,0.6547
Fluoxetine,SOCS4,VCAP,0.6405
Fluoxetine,STAT3,MCF7,0.5718
Fluoxetine,STAT4,PC3,0.5717
Fluoxetine,STAT1,HCC515,0.5631
Fluoxetine,RELB,VCAP,0.5511
Fluoxetine,IL6ST,VCAP,-0.5362
Fluoxetine,IL6R,PC3,0.5352
Fluoxetine,STAT1,VCAP,0.5336
Fluoxetine,IKBKE,HCC515,0.5307
Fluoxetine,NFKB1,VCAP,0.5276
Fluoxetine,REL,MCF7,0.5272
Fluoxetine,TNF,MCF7,-0.5233
Fluoxetine,STAT5B,MCF7,0.4522
Fluoxetine,JAK3,A375,0.3743
Fluoxetine,RELA,HA1E,0.3323
Fluoxetine,SOCS5,A549,-0.3285
Fluoxetine,STAT2,A549,-0.4096
Fluoxetine,STAT3,A549,-0.3724
Fluoxetine,SOCS2,HA1E,-0.3284
Fluoxetine,IL6,A549,-0.3194
Fluoxetine,IKBKG,ASC,0.3801
Fluoxetine,JAK1,HCC515,0.3501
Fluoxetine,JAK2,A549,0.3409
Fluoxetine,SOCS5,PC3,0.3398
Fluoxetine,SOCS3,A375,0.3258
Fluoxetine,SOCS4,HA1E,0.3067
Fluoxetine,REL,HEKTE,0.2918
Fluoxetine,IKBKAP,ASC,0.2912
Fluoxetine,JAK2,VCAP,0.2909
Fluoxetine,TNF,HEKTE,0.2486
Fluoxetine,NFKB1,HEPG2,0.2485
Fluoxetine,STAT6,ASC,0.2451
Fluoxetine,SOCS1,HEKTE,0.2425
Fluoxetine,IKBKAP,HT29,0.3861
Fluoxetine,RELB,PC3,0.3679
Fluoxetine,IKBKAP,MCF7,0.3392
Fluoxetine,NFKB1,HT29,0.3218
Fluoxetine,SOCS2,PC3,0.3131
Fluoxetine,RELA,PC3,0.3025
Fluoxetine,SOCS5,MCF7,-0.2981
Fluoxetine,REL,PC3,0.6485
Fluoxetine,IKBKAP,HCC515,0.5889
Fluoxetine,JAK1,VCAP,0.5469
Fluoxetine,IKBKAP,NPC,0.482
Fluoxetine,JAK2,PC3,0.4668
Fluoxetine,IKBKAP,SKL,-0.4566
Fluoxetine,NFKB1,MCF7,0.379
Fluoxetine,IKBKG,MCF7,0.3257
Fluoxetine,IKBKE,ASC,-0.3014
Fluoxetine,IL6,MCF7,0.2991
Fluoxetine,SOCS4,HCC515,0.2759
Fluoxetine,IKBKE,HEKTE,-0.2666
Fluoxetine,STAT2,A375,0.263
Fluoxetine,STAT4,HA1E,0.3675
Fluoxetine,IL6R,HA1E,0.3433
Fluoxetine,NFKB1,A549,0.3313
Fluoxetine,RELB,HEPG2,0.2968
Fluoxetine,IL6ST,HA1E,0.2581
Fluoxetine,IKBKB,HEPG2,0.4909
Fluoxetine,STAT1,PC3,0.4764
Fluoxetine,IL6ST,MCF7,0.3351
Fluoxetine,IKBKAP,PC3,0.3169
Fluoxetine,JAK1,A375,0.4735
Fluoxetine,STAT1,ASC,0.4703
Fluoxetine,IKBKB,HA1E,0.4242
Fluoxetine,STAT5B,A549,0.4153
Fluoxetine,JAK3,A549,0.3933
Fluoxetine,RELB,NPC,0.3876
Fluoxetine,SOCS4,HT29,0.3869
Fluoxetine,IKBKB,VCAP,0.3867
Fluoxetine,SOCS5,HT29,0.3843
Fluoxetine,STAT4,HEPG2,0.3775
Fluoxetine,SOCS4,MCF7,0.3685
Fluoxetine,NFKB2,HEPG2,0.3672
Fluoxetine,SOCS5,A375,0.3532
Fluoxetine,IKBKAP,HEPG2,0.3488
Fluoxetine,IKBKG,HEPG2,0.3482
Fluoxetine,STAT5A,A549,0.3478
Fluoxetine,IL6R,MCF7,0.3467
Fluoxetine,STAT5A,HCC515,0.3312
Fluoxetine,TNF,PC3,0.3301
Fluoxetine,STAT5A,HEPG2,0.3297
Fluoxetine,STAT2,MCF7,0.3279
Fluoxetine,JAK2,HEPG2,0.3274
Fluoxetine,STAT1,HEPG2,0.3189
Fluoxetine,RELB,A549,0.3183
Fluoxetine,STAT5B,HEPG2,0.4442
Fluoxetine,STAT5B,PC3,0.3917
Fluoxetine,JAK2,MCF7,-0.3761
Fluoxetine,JAK3,HT29,0.3613
Fluoxetine,RELA,A375,-0.3984
Fluoxetine,IKBKAP,A375,0.3682
Fluoxetine,NFKB1,PC3,-0.3644
Fluoxetine,JAK3,PC3,0.3398
Fluoxetine,IKBKE,HA1E,0.3016
Fluoxetine,JAK3,MCF7,0.2759
Fluoxetine,IL6R,A549,0.2416
Fluoxetine,STAT3,HEKTE,0.3599
Fluoxetine,RELA,MCF7,-0.2766
Fluoxetine,IL6,HT29,0.2422
Fluoxetine,STAT5B,HA1E,0.2401
Fluoxetine,IKBKG,PC3,-0.2267
Fluoxetine,IKBKG,HT29,0.2209
Fluoxetine,REL,VCAP,0.2122
Fluoxetine,STAT3,A375,0.207
Fluoxetine,JAK3,HA1E,-0.5289
Fluoxetine,JAK2,HA1E,-0.4671
Bupropion,SOCS2,A375,0.5132
Bupropion,STAT1,NPC,0.5081
Bupropion,REL,PC3,0.5079
Bupropion,STAT6,HA1E,0.4886
Bupropion,REL,MCF7,0.4677
Bupropion,IKBKB,ASC,0.4674
Bupropion,RELB,NPC,0.4642
Bupropion,IKBKB,HEPG2,0.4509
Bupropion,STAT4,PC3,0.4498
Bupropion,STAT1,HEPG2,0.4311
Bupropion,JAK1,VCAP,0.4275
Bupropion,JAK3,HA1E,-0.448
Bupropion,STAT5B,A549,0.3058
Bupropion,IKBKAP,HA1E,0.3029
Bupropion,STAT1,HEKTE,0.2958
Bupropion,STAT1,A375,0.2793
Bupropion,IKBKAP,A375,0.268
Bupropion,SOCS5,PC3,0.2478
Bupropion,IKBKAP,A549,0.2452
Bupropion,SOCS1,HEKTE,0.3875
Bupropion,IKBKG,PC3,0.3267
Bupropion,STAT5A,HEPG2,0.3169
Bupropion,NFKB2,HEKTE,0.2907
Bupropion,IKBKB,NPC,0.2807
Bupropion,STAT5A,HA1E,0.2794
Bupropion,STAT5A,HCC515,0.2777
Bupropion,STAT5A,A549,0.244
Bupropion,RELB,A549,0.2359
Bupropion,IL6R,MCF7,0.2325
Bupropion,STAT6,ASC,0.4526
Bupropion,IKBKG,SW480,0.3665
Bupropion,SOCS5,A375,0.289
Bupropion,STAT5B,HEPG2,0.2488
Bupropion,SOCS5,HT29,0.2318
Bupropion,SOCS2,MCF7,0.2218
Bupropion,IL6ST,MCF7,-0.3242
Bupropion,JAK3,HT29,-0.2565
Bupropion,NFKB1,HEPG2,0.2547
Bupropion,IKBKG,HT29,0.2142
Bupropion,IKBKG,A375,-0.2093
Bupropion,NFKB2,MCF7,-0.2085
Bupropion,SOCS3,A375,0.2057
Bupropion,RELA,HEKTE,0.2014
Bupropion,IKBKAP,HT29,-0.2823
Bupropion,RELB,VCAP,0.2814
Bupropion,JAK1,A375,-0.4351
Bupropion,IL6,VCAP,0.3841
Bupropion,SOCS2,HCC515,-0.6216
Bupropion,IKBKE,HEPG2,0.5852
Bupropion,IL6,HA1E,-0.5782
Bupropion,IKBKG,NPC,0.5548
Bupropion,JAK2,HA1E,-0.52
Bupropion,SOCS3,HEKTE,0.4845
Bupropion,TNF,HEKTE,0.2772
Bupropion,STAT6,PC3,0.2308
Bupropion,RELA,PC3,0.5453
Bupropion,IL6R,HEPG2,0.3464
Bupropion,RELA,HA1E,0.3118
Bupropion,RELB,PC3,0.2888
Bupropion,NFKB2,PC3,0.2867
Bupropion,IKBKG,MCF7,0.2669
Bupropion,RELB,A375,0.2647
Bupropion,RELB,HEKTE,0.2517
Bupropion,RELB,HEPG2,0.2491
Bupropion,REL,A549,0.2283
Bupropion,JAK3,VCAP,0.2217
Bupropion,STAT3,HEKTE,0.2141
Bupropion,IKBKG,ASC,0.3547
Bupropion,STAT1,VCAP,-0.2938
Bupropion,REL,A375,0.5969
Bupropion,IKBKE,A549,0.5939
Bupropion,SOCS1,HEPG2,-0.5879
Bupropion,STAT6,A375,0.5865
Bupropion,IKBKE,A375,0.5613
Bupropion,IKBKB,PC3,0.5451
Bupropion,JAK1,PC3,0.5446
Bupropion,SOCS1,A375,-0.5432
Bupropion,SOCS1,HA1E,-0.5421
Bupropion,IKBKE,VCAP,0.5225
Bupropion,STAT5B,A375,0.5156
Bupropion,NFKB1,PC3,-0.5026
Bupropion,JAK2,PC3,0.5023
Bupropion,IKBKB,A375,0.4916
Bupropion,STAT5A,A375,0.4836
Bupropion,JAK1,HT29,0.4768
Bupropion,IL6,HCC515,0.3864
Bupropion,JAK2,MCF7,-0.3621
Bupropion,TNF,HEPG2,0.3441
Bupropion,IL6,A375,0.3325
Bupropion,REL,HT29,0.3195
Bupropion,IKBKB,HA1E,0.3096
Bupropion,IL6R,A375,0.2929
Bupropion,NFKB2,HT29,0.2924
Bupropion,IL6,MCF7,0.2871
Bupropion,SOCS4,PC3,0.2796
Bupropion,IL6ST,A549,0.6458
Bupropion,TNF,A375,-0.6023
Bupropion,NFKB2,A549,0.5754
Bupropion,IL6ST,A375,0.5739
Bupropion,IKBKE,MCF7,0.5649
Bupropion,JAK1,HA1E,0.5208
Bupropion,IKBKG,HCC515,-0.4973
Bupropion,IKBKB,A549,0.479
Bupropion,JAK1,A549,0.7435
Bupropion,STAT2,VCAP,0.6848
Bupropion,JAK1,HEPG2,0.6382
Bupropion,REL,HA1E,0.6225
Bupropion,STAT5A,VCAP,0.6159
Bupropion,STAT1,HT29,0.5961
Bupropion,REL,HEPG2,0.5932
Bupropion,STAT1,HA1E,0.5931
Bupropion,SOCS4,VCAP,0.5742
Bupropion,SOCS4,A375,-0.5735
Bupropion,STAT3,HA1E,0.5618
Bupropion,NFKB2,HA1E,0.5608
Bupropion,IL6R,PC3,0.5525
Bupropion,IL6ST,HEPG2,0.5435
Bupropion,STAT1,SW480,0.5354
Bupropion,RELB,HCC515,-0.5314
Bupropion,STAT1,A549,0.5224
Bupropion,IKBKE,HCC515,0.5103
Bupropion,STAT1,MCF7,0.5098
Bupropion,JAK2,SW480,0.6213
Bupropion,TNF,MCF7,0.6194
Bupropion,TNF,HA1E,0.615
Bupropion,NFKB2,VCAP,0.6059
Bupropion,IKBKE,HT29,-0.5883
Bupropion,STAT6,HT29,0.5838
Bupropion,RELA,SW480,0.5752
Bupropion,SOCS5,HA1E,0.5645
Bupropion,IKBKB,VCAP,0.5527
Bupropion,IL6R,HA1E,0.5459
Bupropion,STAT4,A549,0.5457
Bupropion,RELA,A375,0.5397
Bupropion,STAT2,A549,0.5352
Bupropion,IL6ST,VCAP,0.5337
Bupropion,STAT4,A375,0.5327
Bupropion,STAT6,VCAP,0.5305
Bupropion,NFKB1,VCAP,-0.5066
Bupropion,STAT6,HCC515,0.4799
Bupropion,IL6R,A549,0.4798
Bupropion,IKBKB,MCF7,-0.4657
Bupropion,JAK3,A549,0.3703
Bupropion,STAT5B,PC3,0.3431
Bupropion,IKBKAP,MCF7,0.2003
Bupropion,STAT1,PC3,0.4764
Bupropion,STAT3,MCF7,0.4229
Bupropion,STAT5A,PC3,0.4064
Bupropion,STAT6,MCF7,0.4056
Bupropion,IKBKE,NPC,0.424
Bupropion,REL,SW480,0.4171
Bupropion,SOCS1,A549,0.4021
Bupropion,REL,HEKTE,0.3943
Bupropion,IKBKAP,HEPG2,0.351
Bupropion,IKBKAP,ASC,0.3468
Bupropion,STAT4,VCAP,0.5859
Bupropion,IKBKAP,VCAP,0.5505
Bupropion,STAT1,ASC,0.5358
Bupropion,JAK1,HCC515,0.5052
Bupropion,STAT1,SKL,0.4893
Bupropion,STAT4,HEPG2,0.4886
Bupropion,NFKB1,A549,0.4685
Bupropion,STAT3,HEPG2,0.4681
Bupropion,REL,HCC515,0.4664
Bupropion,JAK2,A549,0.4606
Bupropion,JAK2,HT29,0.45
Bupropion,IKBKG,HA1E,0.4478
Bupropion,STAT2,A375,0.4402
Bupropion,NFKB1,A375,0.4329
Bupropion,SOCS4,HT29,0.422
Bupropion,SOCS2,HA1E,0.4194
Bupropion,STAT4,HA1E,0.4173
Bupropion,IKBKAP,SKL,0.4152
Bupropion,TNF,PC3,0.4019
Bupropion,SOCS2,NPC,0.3918
Bupropion,IKBKG,VCAP,0.3845
Bupropion,REL,VCAP,0.2887
Bupropion,STAT6,A549,0.2827
Bupropion,IL6,HT29,0.2724
Bupropion,JAK2,A375,0.2704
Bupropion,SOCS5,HCC515,0.5721
Bupropion,STAT2,HA1E,-0.4209
Bupropion,STAT5B,HT29,0.4133
Bupropion,STAT5B,MCF7,0.3135
Bupropion,RELA,A549,0.2585
Bupropion,SOCS1,HT29,0.3308
Bupropion,IKBKE,SW480,-0.3172
Bupropion,STAT5A,MCF7,-0.292
Bupropion,SOCS4,HCC515,0.2905
Bupropion,STAT3,PC3,0.2733
Bupropion,STAT3,A375,0.2602
Bupropion,STAT4,MCF7,0.2401
Bupropion,JAK3,MCF7,0.2383
Bupropion,SOCS5,VCAP,0.2032
Bupropion,JAK2,VCAP,0.3697
Bupropion,NFKB1,HT29,0.3434
Bupropion,TNF,VCAP,0.312
Bupropion,JAK1,MCF7,-0.2645
Bupropion,NFKB1,SW480,0.2388
Bupropion,RELA,MCF7,0.2229
Paroxetine,SOCS4,A375,-0.482
Paroxetine,SOCS2,A375,0.4372
Paroxetine,JAK2,A375,0.3437
Paroxetine,IKBKAP,HCC515,0.4006
Paroxetine,REL,SW480,0.3164
Paroxetine,SOCS3,A375,0.2696
Paroxetine,NFKB2,PC3,0.2565
Paroxetine,STAT6,HEKTE,0.5522
Paroxetine,IKBKE,HEPG2,0.5309
Paroxetine,STAT1,MCF7,0.5218
Paroxetine,IKBKB,ASC,0.5144
Paroxetine,JAK1,HEPG2,0.5034
Paroxetine,STAT5B,HEPG2,0.4348
Paroxetine,STAT1,A549,0.4276
Paroxetine,TNF,HEKTE,0.4197
Paroxetine,STAT4,A549,-0.3997
Paroxetine,JAK2,SW480,-0.3926
Paroxetine,IKBKE,ASC,0.3898
Paroxetine,IL6,HEPG2,-0.3255
Paroxetine,IL6,HT29,-0.3142
Paroxetine,SOCS5,VCAP,-0.2784
Paroxetine,NFKB1,PC3,-0.406
Paroxetine,TNF,HEPG2,0.3587
Paroxetine,REL,HCC515,0.322
Paroxetine,NFKB1,A549,0.3194
Paroxetine,JAK3,PC3,0.3843
Paroxetine,IKBKAP,MCF7,0.2819
Paroxetine,STAT1,HEPG2,0.4355
Paroxetine,IL6R,PC3,0.4248
Paroxetine,IKBKG,A549,0.4582
Paroxetine,IKBKAP,VCAP,0.4542
Paroxetine,STAT1,ASC,0.411
Paroxetine,RELA,SW480,0.3816
Paroxetine,IKBKB,HA1E,0.3508
Paroxetine,JAK2,HEPG2,0.3281
Paroxetine,STAT3,HCC515,0.3225
Paroxetine,SOCS4,MCF7,0.3145
Paroxetine,STAT3,SW480,0.3006
Paroxetine,JAK1,HCC515,0.2961
Paroxetine,SOCS1,HEKTE,0.286
Paroxetine,STAT3,PC3,0.3646
Paroxetine,IKBKG,ASC,0.307
Paroxetine,IKBKG,MCF7,0.2168
Paroxetine,IL6R,HA1E,0.3787
Paroxetine,IKBKE,HA1E,0.3637
Paroxetine,NFKB2,SW480,0.3437
Paroxetine,STAT4,HEPG2,0.3246
Paroxetine,SOCS4,HA1E,0.2868
Paroxetine,STAT4,MCF7,0.2637
Paroxetine,STAT2,PC3,0.4199
Paroxetine,STAT1,HEKTE,0.305
Paroxetine,JAK1,MCF7,0.2804
Paroxetine,RELA,HA1E,0.3636
Paroxetine,NFKB2,HT29,0.3876
Paroxetine,IKBKG,PC3,0.3364
Paroxetine,IKBKG,HEKTE,0.3043
Paroxetine,RELA,A549,0.2612
Paroxetine,SOCS4,HCC515,0.2443
Paroxetine,IKBKAP,ASC,0.3572
Paroxetine,STAT5A,HEPG2,0.2969
Paroxetine,SOCS4,PC3,0.2314
Paroxetine,TNF,MCF7,-0.4002
Paroxetine,SOCS2,HA1E,-0.3834
Paroxetine,STAT5A,MCF7,-0.3072
Paroxetine,IKBKB,PC3,0.4236
Paroxetine,NFKB1,MCF7,-0.3913
Paroxetine,IKBKE,SW480,-0.3898
Paroxetine,IKBKAP,NPC,0.3209
Paroxetine,STAT5B,HT29,0.3083
Paroxetine,SOCS5,A375,0.2836
Paroxetine,JAK3,A549,0.4624
Paroxetine,STAT6,A549,0.4334
Paroxetine,IKBKE,NPC,0.431
Paroxetine,JAK2,A549,0.4185
Paroxetine,IKBKB,A375,0.3831
Paroxetine,NFKB2,HEPG2,0.3824
Paroxetine,IKBKB,HT29,0.3625
Paroxetine,IKBKG,SW480,0.3599
Paroxetine,RELB,PC3,0.3875
Paroxetine,IKBKG,VCAP,-0.302
Paroxetine,IKBKE,A375,0.2752
Paroxetine,STAT1,NPC,0.5114
Paroxetine,STAT6,MCF7,0.4748
Paroxetine,IKBKB,HCC515,-0.4677
Paroxetine,RELA,PC3,0.4139
Paroxetine,IKBKAP,HT29,0.3969
Paroxetine,STAT6,NPC,0.385
Paroxetine,IL6ST,HCC515,0.3616
Paroxetine,IL6ST,VCAP,0.5182
Paroxetine,STAT5A,VCAP,-0.4884
Paroxetine,IKBKB,VCAP,0.4458
Paroxetine,STAT4,VCAP,0.4354
Paroxetine,JAK2,VCAP,0.4107
Paroxetine,STAT1,SKL,0.4086
Paroxetine,REL,HT29,0.397
Paroxetine,IL6R,A549,0.3768
Paroxetine,RELB,A549,0.3495
Paroxetine,TNF,VCAP,0.3334
Paroxetine,TNF,A375,-0.5099
Paroxetine,STAT2,VCAP,0.5014
Paroxetine,IKBKG,NPC,0.4836
Paroxetine,IL6,HA1E,-0.479
Paroxetine,TNF,HA1E,-0.4647
Paroxetine,REL,HEPG2,0.4218
Paroxetine,STAT5B,MCF7,0.3539
Paroxetine,STAT6,VCAP,0.4512
Paroxetine,STAT3,HEPG2,0.3635
Paroxetine,IKBKG,HCC515,0.3115
Paroxetine,JAK2,HT29,0.3006
Paroxetine,REL,HA1E,0.5744
Paroxetine,STAT3,HA1E,0.501
Paroxetine,STAT1,HA1E,0.4974
Paroxetine,NFKB2,HA1E,0.4854
Paroxetine,JAK3,HA1E,-0.3843
Paroxetine,IL6ST,HA1E,0.3597
Paroxetine,SOCS2,HCC515,0.5939
Paroxetine,STAT6,HT29,0.508
Paroxetine,SOCS1,HA1E,0.497
Paroxetine,NFKB2,VCAP,0.494
Paroxetine,SOCS4,HT29,0.4836
Paroxetine,STAT5B,A375,-0.4635
Paroxetine,JAK2,HA1E,0.4351
Paroxetine,RELA,A375,0.4339
Paroxetine,STAT6,HCC515,0.4157
Paroxetine,IKBKE,HCC515,-0.3828
Paroxetine,SOCS1,A375,0.3824
Paroxetine,SOCS2,SKL,0.3679
Paroxetine,SOCS1,A549,0.4288
Paroxetine,JAK1,A375,0.4238
Paroxetine,RELB,HEPG2,0.3524
Paroxetine,NFKB1,HA1E,0.2951
Paroxetine,NFKB1,HEPG2,0.2615
Paroxetine,IL6ST,HEPG2,0.5148
Paroxetine,IKBKB,HEPG2,0.4807
Paroxetine,IKBKAP,HEPG2,0.4077
Paroxetine,IKBKAP,SKL,-0.3699
Paroxetine,SOCS2,HEPG2,0.3398
Paroxetine,IL6ST,MCF7,0.3293
Paroxetine,STAT5B,A549,0.4445
Paroxetine,STAT4,HT29,-0.3224
Paroxetine,STAT5A,A549,-0.3166
Paroxetine,IKBKE,HEKTE,-0.3148
Paroxetine,STAT4,HA1E,0.2991
Paroxetine,IL6R,MCF7,0.2657
Paroxetine,STAT5A,HCC515,0.4271
Paroxetine,STAT3,HT29,0.2954
Paroxetine,JAK3,HT29,0.2945
Paroxetine,SOCS5,PC3,0.2852
Paroxetine,IKBKG,HEPG2,0.2849
Paroxetine,NFKB2,A375,0.2578
Paroxetine,TNF,HCC515,0.257
Paroxetine,SOCS1,MCF7,0.2539
Paroxetine,RELB,HCC515,0.4618
Paroxetine,TNF,A549,0.3519
Paroxetine,NFKB1,HEKTE,0.2972
Paroxetine,REL,HEKTE,0.2639
Paroxetine,STAT1,HT29,0.6549
Paroxetine,IL6ST,A549,0.6201
Paroxetine,IKBKE,HT29,0.5989
Paroxetine,SOCS1,HT29,0.5594
Paroxetine,IKBKE,A549,0.5464
Paroxetine,REL,A375,0.5243
Paroxetine,STAT3,MCF7,0.5194
Paroxetine,IL6,VCAP,0.5127
Paroxetine,STAT5A,A375,0.5047
Paroxetine,JAK1,HT29,0.4753
Paroxetine,JAK2,PC3,0.4718
Paroxetine,STAT5A,PC3,0.4947
Paroxetine,STAT3,A549,-0.4401
Paroxetine,NFKB1,SW480,-0.4005
Paroxetine,SOCS2,PC3,0.39
Paroxetine,STAT4,A375,-0.37
Paroxetine,STAT2,A549,-0.3648
Paroxetine,REL,VCAP,0.3899
Paroxetine,IKBKB,SW480,0.3076
Paroxetine,IL6,MCF7,0.2697
Paroxetine,RELA,MCF7,0.2615
Paroxetine,STAT1,A375,0.5044
Paroxetine,IL6,PC3,0.4688
Paroxetine,STAT1,PC3,0.4414
Paroxetine,SOCS2,MCF7,-0.4301
Paroxetine,REL,A549,0.4141
Paroxetine,IKBKE,PC3,-0.377
Paroxetine,STAT6,PC3,0.4228
Paroxetine,IL6R,A375,0.3138
Paroxetine,JAK3,VCAP,0.6838
Paroxetine,IL6ST,A375,0.6401
Paroxetine,IKBKE,VCAP,0.627
Paroxetine,JAK1,VCAP,0.5984
Paroxetine,STAT5A,HT29,0.5852
Paroxetine,SOCS4,VCAP,0.5824
Paroxetine,NFKB2,A549,0.5821
Paroxetine,IKBKE,MCF7,0.5665
Paroxetine,RELB,NPC,0.5472
Paroxetine,STAT6,A375,0.5329
Paroxetine,STAT4,PC3,0.5314
Paroxetine,IKBKAP,A549,0.5308
Paroxetine,REL,MCF7,0.5267
Paroxetine,STAT1,SW480,0.5265
Paroxetine,RELB,VCAP,0.4951
Paroxetine,IKBKAP,A375,0.4814
Paroxetine,JAK1,PC3,0.4768
Paroxetine,JAK2,MCF7,-0.4706
Paroxetine,IKBKB,MCF7,0.4694
Paroxetine,NFKB2,MCF7,0.462
Paroxetine,STAT2,HA1E,-0.4601
Paroxetine,REL,PC3,-0.5508
Paroxetine,STAT5B,PC3,0.397
Paroxetine,JAK1,A549,0.6496
Paroxetine,JAK1,HA1E,0.5647
Paroxetine,IKBKB,A549,0.5003
Paroxetine,STAT6,HA1E,0.4772
Paroxetine,NFKB1,VCAP,0.4696
Paroxetine,STAT1,HCC515,0.468
Paroxetine,STAT1,VCAP,0.4494
Paroxetine,RELB,A375,0.3004
Paroxetine,STAT2,A375,0.3003
Paroxetine,RELB,HEKTE,0.2646
Paroxetine,STAT3,VCAP,0.3894
