perturbagen,treatment,cellline,similarity
Dexamethasone,IKBKB,MCF7,0.4797
Dexamethasone,TNF,MCF7,0.6217
Dexamethasone,IKBKG,MCF7,-0.4654
Dexamethasone,IKBKE,MCF7,0.6382
Dexamethasone,NFKB1,MCF7,0.3942
Dexamethasone,STAT5B,MCF7,0.4204
Dexamethasone,SOCS4,MCF7,0.3537
Dexamethasone,STAT5A,MCF7,0.2743
Dexamethasone,STAT4,MCF7,0.2707
Dexamethasone,SOCS1,MCF7,0.3141
Dexamethasone,STAT6,MCF7,0.3767
Dexamethasone,RELA,MCF7,-0.3465
Dexamethasone,SOCS2,MCF7,-0.3279
Dexamethasone,REL,MCF7,0.3185
Dexamethasone,JAK2,MCF7,-0.2938
Chloroquine,STAT2,MCF7,0.3471
Chloroquine,IL6ST,MCF7,0.3069
Chloroquine,IKBKB,MCF7,0.4071
Chloroquine,NFKB1,MCF7,0.4876
Chloroquine,IL6,MCF7,0.2934
Chloroquine,SOCS4,MCF7,0.7477
Chloroquine,TNF,MCF7,0.7443
Chloroquine,STAT5A,MCF7,0.3321
Chloroquine,SOCS5,MCF7,0.3453
Chloroquine,STAT5B,MCF7,0.3983
Chloroquine,REL,MCF7,0.4414
Chloroquine,SOCS2,MCF7,-0.4011
Chloroquine,IKBKE,MCF7,0.6868
Chloroquine,STAT1,MCF7,0.5917
Chloroquine,STAT3,MCF7,0.5608
Chloroquine,STAT4,MCF7,0.3208
Chloroquine,IKBKAP,MCF7,-0.3187
Chloroquine,IL6R,MCF7,0.2593
Chloroquine,NFKB2,MCF7,0.2962
Chloroquine,STAT6,MCF7,0.2809
Pyrrolidine Dithiocarbamate,RELA,MCF7,-0.3298
Pyrrolidine Dithiocarbamate,IKBKE,MCF7,-0.3818
Pyrrolidine Dithiocarbamate,SOCS5,MCF7,0.2131
Pyrrolidine Dithiocarbamate,TNF,MCF7,0.511
Pyrrolidine Dithiocarbamate,NFKB1,MCF7,0.4147
Pyrrolidine Dithiocarbamate,IL6R,MCF7,-0.2873
Pyrrolidine Dithiocarbamate,IL6ST,MCF7,0.2581
Pyrrolidine Dithiocarbamate,REL,MCF7,0.5583
Pyrrolidine Dithiocarbamate,STAT6,MCF7,0.501
Pyrrolidine Dithiocarbamate,SOCS2,MCF7,-0.402
Pyrrolidine Dithiocarbamate,STAT1,MCF7,0.3913
Pyrrolidine Dithiocarbamate,JAK2,MCF7,-0.3406
Pyrrolidine Dithiocarbamate,RELB,MCF7,0.2836
Pyrrolidine Dithiocarbamate,IKBKB,MCF7,0.4015
Pyrrolidine Dithiocarbamate,STAT3,MCF7,0.4013
Pyrrolidine Dithiocarbamate,NFKB2,MCF7,0.3765
Rolipram,STAT3,MCF7,0.4492
Rolipram,IKBKB,MCF7,-0.248
Rolipram,STAT5A,MCF7,0.3458
Rolipram,SOCS2,MCF7,0.314
Rolipram,NFKB2,MCF7,-0.3184
Rolipram,NFKB1,MCF7,0.4881
Rolipram,STAT1,MCF7,0.4234
Rolipram,IKBKE,MCF7,0.6268
Rolipram,TNF,MCF7,0.6122
Rolipram,SOCS4,MCF7,0.481
Rolipram,STAT2,MCF7,0.4622
Rolipram,IL6,MCF7,0.2999
Rolipram,RELB,MCF7,-0.2728
Rolipram,IL6R,MCF7,0.2669
Rolipram,JAK2,MCF7,-0.2597
Rolipram,STAT4,MCF7,0.3944
Rolipram,SOCS1,MCF7,0.3446
Rolipram,JAK3,MCF7,0.3109
Rolipram,REL,MCF7,0.4
Rolipram,IKBKAP,MCF7,0.229
Rolipram,STAT5B,MCF7,0.4089
Rolipram,SOCS5,MCF7,0.3724
