perturbagen,treatment,cellline,similarity
Dexamethasone,STAT2,A549,-0.4731
Dexamethasone,IKBKAP,A549,0.3823
Dexamethasone,JAK1,A549,0.7158
Dexamethasone,NFKB2,A549,0.6003
Dexamethasone,IKBKB,A549,0.5228
Dexamethasone,STAT1,A549,0.5152
Dexamethasone,RELA,A549,-0.2554
Chloroquine,REL,A549,0.3994
Chloroquine,SOCS5,A549,0.3774
Chloroquine,IL6R,A549,0.4013
Chloroquine,JAK3,A549,0.5699
Chloroquine,NFKB1,A549,0.4511
Chloroquine,STAT5B,A549,0.3806
Chloroquine,JAK1,A549,0.6756
Chloroquine,STAT1,A549,0.5238
Chloroquine,SOCS2,A549,0.5693
Chloroquine,RELA,A549,0.5521
Chloroquine,IKBKG,A549,0.4164
Chloroquine,IL6,A549,0.3073
Chloroquine,RELB,A549,0.4108
Chloroquine,JAK2,A549,0.408
Chloroquine,SOCS1,A549,0.4368
Chloroquine,STAT6,A549,0.4088
Chloroquine,STAT5A,A549,0.5253
Chloroquine,IKBKAP,A549,0.5052
Chloroquine,IL6ST,A549,0.5884
Chloroquine,STAT3,A549,0.4313
Chloroquine,NFKB2,A549,0.5513
Chloroquine,STAT4,A549,0.5699
Chloroquine,IKBKE,A549,-0.5389
Chloroquine,IKBKB,A549,-0.5279
Chloroquine,STAT2,A549,0.4212
Pyrrolidine Dithiocarbamate,RELA,A549,0.3677
Pyrrolidine Dithiocarbamate,STAT4,A549,0.4658
Pyrrolidine Dithiocarbamate,STAT3,A549,0.4269
Pyrrolidine Dithiocarbamate,STAT2,A549,0.3991
Pyrrolidine Dithiocarbamate,IL6R,A549,0.3759
Pyrrolidine Dithiocarbamate,IKBKAP,A549,0.3284
Pyrrolidine Dithiocarbamate,IL6ST,A549,0.3846
Pyrrolidine Dithiocarbamate,JAK1,A549,-0.3794
Pyrrolidine Dithiocarbamate,SOCS1,A549,0.3039
Rolipram,STAT6,A549,0.4191
Rolipram,SOCS5,A549,0.3542
Rolipram,TNF,A549,0.3077
Rolipram,SOCS1,A549,0.5093
Rolipram,STAT2,A549,0.5027
Rolipram,IKBKG,A549,0.6243
Rolipram,STAT3,A549,0.5683
Rolipram,JAK3,A549,0.5349
Rolipram,STAT5B,A549,0.4363
Rolipram,IL6ST,A549,0.5802
Rolipram,NFKB2,A549,0.5479
Rolipram,STAT1,A549,0.5184
Rolipram,SOCS2,A549,0.4702
Rolipram,NFKB1,A549,0.4681
Rolipram,IL6R,A549,0.4523
Rolipram,STAT4,A549,-0.4794
Rolipram,RELA,A549,0.5073
Rolipram,JAK2,A549,0.4485
Rolipram,IL6,A549,0.4208
Rolipram,STAT5A,A549,0.4123
Rolipram,JAK1,A549,0.6382
Rolipram,IKBKE,A549,0.5188
Rolipram,IKBKB,A549,0.5155
